,location,hashtag,cnt,retweet_mean,retweet_max,text
5014,Vietnam,russian,222,1044.88,60940,just in russian state tv channels have been hacked by anonymous to broadcast the truth about what happens in ukraine oprussia opkremlin fckputin standwithukriane https t co vbq8pqnjpc
5015,Vietnam,russianukrainianwar,10,422.5,3908,21 temporarily occupied popasna luhansk oblast russians cut off man s head and put it on a stick amnesty international don t see this armukrainenow warcrimes war russianwarcrimes russianukrainianwar https t co cgfk6g5tby
5016,Vietnam,russiaukrainewar,20,140.25,1376,mariupol defenders at azovstal plant ukraine ukrainerussiawar russiaukrainewar https t co zqse8uiukx
5017,Vietnam,slavaukraini,35,1503.43,17815,this is for the ones who stood their ground odessa ukraine slavaukraini https t co n9it2eoeh7
5018,Vietnam,standwithukraine,296,367.31,15429,thank you russiaun for your letter dated march 16 please see our suggested edits below standwithukraine respectthecharter https t co 0m663r0tuw
5019,Vietnam,stoprussia,304,108.06,12372,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
5020,Vietnam,ukraine,2398,601.91,70307,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
5021,Vietnam,ukrainerussianwar,25,8021.88,70307,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
5022,Vietnam,ukrainerussiawar,178,72.26,2504,the spanish state a pillar of the eu which has accepted 110 000 ukrainerussiawar refugees committed this act of mass murder a massacre of ww2 proportions against african refugees this week i didn t even hear it on the news gallowayshow wednesday 10pm uk on youtube https t co hijraljxkz
5023,Vietnam,ukraineunderattack,15,13839.0,70307,little girl singing let it go in a shelter ukrainerussianwar ukraine ukraineunderattack https t co 6gfcuoiwjj
5024,Vietnam,ukrainewar,31,253.81,2316,tv host bruno vespa exposed russian propagandist vladimir solovyev on italian tv standwithukriane ukrainewar https t co 02ib0iitbf
5025,Vietnam,ukrainian,105,538.62,10721,bridge at a ukrainian romanian border crossing border guards left toys for ukrainian children so that every child passing could take a toy with them ukraine https t co njbg3unzrs
5026,Vietnam,us,70,502.57,7091,a pleasure to meet with speakerpelosi amp recognise her longstanding support for taiwan your visit not only reflects strong us congressional support for bilateral ties it also sends a message to the world that democracies stand together in the face of common challenges https t co qu0qud3106
5027,Vietnam,usa,62,16.66,398,roevswade roevwade abortionrightsarehumanrights abortionishealthcare abortions the politicized supreme court latest decisions should convince the canadian government should reclose the border insanity is america s greatest export canada usa https t co rjfj8bgmkp
5028,Vietnam,war,47,123.43,3908,21 temporarily occupied popasna luhansk oblast russians cut off man s head and put it on a stick amnesty international don t see this armukrainenow warcrimes war russianwarcrimes russianukrainianwar https t co cgfk6g5tby
5029,West Bank,biden,1,391.0,391,this one didn t make the cut biden vogue https t co grnc0lnpa6
5030,West Bank,eu,1,138.0,138,six years ago scotland voted heavily against the disaster that is brexit labour the tories amp libdems had all told us voting against independence would guarantee our eu membership they couldn t have been more wrong and now they re all pro brexit we need independence https t co 4lbcqrkozf
5031,West Bank,kyiv,2,372.0,726,ukraine various tripwires and improvised explosive devices left by the russian army after retreating from kyiv oblast mostly based on a classic f 1 and rgd 5 grenades with uzrgm 2 fuzes 3 5 4 sec delay if not modded https t co h4yfsalfeu
5032,West Bank,mariupol,1,143.0,143,canada strongly condemns russia s attack on a hospital in mariupol president putin s war of choice is harming civilians amp must cease immediately we will continue working with the int l community to hold russian leadership accountable for its invasion of ukraine
5033,West Bank,nato,1,12.0,12,washington ap pentagon says it would oppose any plan for nato nations to provide fighter jets to ukraine calling it high risk
5034,West Bank,putin,2,2.5,5,my purim message to zelenskyyua and putin in russian https t co mirul8993z
5035,West Bank,russia,4,1.75,5,the last people to talk about international law and war crimes in relation to ukraine russia are apologists for apartheidisrael a serial breacher of international law and whose leaders are knee deep in warcrimes against palestinians
5036,West Bank,russian,4,1.25,5,my purim message to zelenskyyua and putin in russian https t co mirul8993z
5037,West Bank,russianukrainianwar,1,265.0,265,in 2003 when nato democratized iraq russianukrainianwar ukrainerussianwar https t co 4zmng0zskm
5038,West Bank,russiaukrainewar,1,2177.0,2177,ukrainians are not backing down this is the mayor of kyiv vitali klitschko russiaukrainewar https t co tm2y1j0emj
5039,West Bank,standwithukraine,1,1.0,1,ramallah and jerusalem based heads of mission from nato countries and friends standing together in solidarity with ukraine standwithukraine https t co g5xw11z6bb
5040,West Bank,ukraine,19,239.95,2477,ukraine a open top bmw 6 series with a nsv 12 7x108 heavy machine gun mounted is not something you see everyday https t co wwgrg5ddeu
5041,West Bank,ukrainerussianwar,2,132.5,265,in 2003 when nato democratized iraq russianukrainianwar ukrainerussianwar https t co 4zmng0zskm
5042,West Bank,ukrainerussiawar,3,2.0,6,eu slams israel on settlements temple mount dear eu why do not you deal with that ukrainerussiawar on your doorstep instead the world is on the verge of a nuclear conflict but you have time to focus on jews moving their lips in prayer in jerusalem https t co mhsx4fi7r7
5043,West Bank,ukrainewar,1,362.0,362,ukrainewar the russian army is now abandoning its trucks inverted https t co g80s4ros0y
5044,West Bank,ukrainian,2,3.0,6,video yelena 98 is a jewish holocaust survivor she is also a ukrainian refugee she is also a new immigrant to israel https t co bwqk9elufm
5045,Western Sahara,biden,8,11.38,27,urgent us human rights delegation detained in western sahara westernsahara humanrights biden https t co uhmoigowfb
5046,Western Sahara,bucha,1,2408.0,2408,why is russia demanding an emergency meeting of the un security council to discuss alleged war crimes in bucha and why is the uk refusing it seems clear enough that
5047,Western Sahara,china,1,1.0,1,apartheidisrael gaza gazaunderattack غزه puppet of ukraine cia isis nato poland palestine صباح_الخیر فلسطین ایران یمن لبنان سوریه عراق iran russia syria china غزة_تحت_القصف https t co fkjlfrru7b
5048,Western Sahara,eu,8,1471.38,3895,the spanish state a pillar of the eu which has accepted 110 000 ukrainerussiawar refugees committed this act of mass murder a massacre of ww2 proportions against african refugees this week i didn t even hear it on the news gallowayshow wednesday 10pm uk on youtube https t co hijraljxkz
5049,Western Sahara,kyiv,1,1504.0,1504,video justice reduced to this in the failed state once known as ukraine https t co rmfwh99uem irpin kiev kyiv zelensky russia
5050,Western Sahara,nato,12,653.42,2580,to reach nato strategic concept what is the cost https t co u1lrybahoe
5051,Western Sahara,putin,1,893.0,893,president putin the west should have realised that they would lose from the very beginning of russia s specialmilitaryoperation as it also means the beginning of radical breakdown of us style world order 1 2 https t co csk7kohfxc
5052,Western Sahara,russia,30,154.03,2408,why is russia demanding an emergency meeting of the un security council to discuss alleged war crimes in bucha and why is the uk refusing it seems clear enough that
5053,Western Sahara,russian,1,293.0,293,warning graphic ukrainian ultranationalists beat up a russian girl kicks in the head the body even tried to brake her arm all of this under a nazi usa government war russia ukraine naziukraine nazisinukraine russiaukrainewar ukrainerussiawar fascism racism https t co y7huijfxts
5054,Western Sahara,russianukrainianwar,1,3.0,3,senator marcorubio calls for sanctions on algerian purchase of russian weapons algeria russia russianukrainianwar ukrainerussiacrisis https t co kx4tgufd5s
5055,Western Sahara,standwithukraine,1,5.0,5,hp elitebook 840 g5 8th generation intel core i5 storage 16gb ram 256gb ssd speed upto 3 0ghz with backlite keyboard finger print sensor size 14 inches excellent battery life price ksh 45 000 nairobigubernatorialdebate rigathi udaku nani standwithukraine tim wanyonyi https t co gtcokkeoba
5056,Western Sahara,ukraine,49,47.33,1504,video justice reduced to this in the failed state once known as ukraine https t co rmfwh99uem irpin kiev kyiv zelensky russia
5057,Western Sahara,ukrainerussiawar,5,2332.8,3895,the spanish state a pillar of the eu which has accepted 110 000 ukrainerussiawar refugees committed this act of mass murder a massacre of ww2 proportions against african refugees this week i didn t even hear it on the news gallowayshow wednesday 10pm uk on youtube https t co hijraljxkz
5058,Western Sahara,ukrainewar,2,11.0,20,algerian energy minister already signed a memorandum of understanding with his counterparts from niger and nigeria to finalize the project of trans saharan pipline nigal algeria will be the best alternative for europe amid ukrainewar https t co ub7upbczxb
5059,Western Sahara,ukrainian,2,464.0,635,proxy war amp not peace ukrainian media reports that russian side was almost ready for the zelensky putin meeting for peace deal to end ukrainewar but it was abandoned after british pm visited ukraine amp told zelenskyy not to negotiate with putin https t co gwgjftaeav
